許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,醫療器材級數,通關簽審文件編號,中文品名,英文品名,醫器主類別一,醫器次類別一,限制項目,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠國別,異動日期,效能,製程,製造廠公司地址,劑型,包裝
衛署醫器輸字第019114號,,,,2013-07-14,2008-07-14,醫　器,3,DHA00601911400,“拜耳德尼克”霖納思植入式心內除顫器導線,"“BIOTRONIK”Linox S ICD Leads","E 心臟血管用裝置",,"輸　入 ",景康管理顧問有限公司,台北市信義區基隆路一段141號13樓之7,97104494,"BIOTRONIK SE & CO. KG","WOERMANNKEHRE 1, 12359 BERLIN GERMANY",GERMANY,2010-09-23,詳如中文仿單核定本。,,,,
衛署醫器輸字第018968號,,,,2013-03-11,2008-03-11,醫　器,2,DHA00601896801,"微鐵克革蘭氏陰性菌藥物敏感性試驗卡 142","VITEK GNS-142","C 免疫學及微生物學裝置","C1645 全自動短孵育期抗生素感受性試驗系統","輸　入 ",香港商生物梅里埃有限公司台灣分公司,台北市信義區松山路130號8樓,70814161,"BIOMERIEUX, INC.","595 ANGLUM ROAD, HAZELWOOD, MO 63042, USA","UNITED STATES",2014-08-04,"適用於VITAK 系統，針對快速生長的需氧和/或兼性厭氧革蘭氏陰性桿菌進行體外抗生素敏感性測定。",,,,
衛署醫器輸字第018969號,,,,2013-03-11,2008-03-11,醫　器,2,DHA00601896900,"優泰克毒藥物濫用(等級 1)全血毒物學品管液套組","UTAK DRUGS OF ABUSE LEVEL1 WHOLE BLOOD TOXICOLOGY CONTROL","A 臨床化學及臨床毒理學","A1660 品管材料(分析與非分析)","輸　入 ",杏全實業股份有限公司,台北市大安區瑞安街135巷11號1樓,20828062,"UTAK LABORATORIES, INC.","25020 AVENUE TIBBITTS VALENCIA, CA 91355 USA","UNITED STATES",2014-12-19,當做血液中毒藥物濫用的濃度測定之品管材料。,,,,
衛署醫器輸字第018970號,,,,2013-03-12,2008-03-12,醫　器,2,DHA00601897001,優泰克四濃度鉛檢驗全血毒物學品管液套組,"UTAK FOUR-LEVEL LEAD WHOLE BLOOD TOXICOLOGY CONTROL","A 臨床化學及臨床毒理學","A1660 品管材料(分析與非分析)","輸　入 ",杏全實業股份有限公司,台北市大安區瑞安街135巷11號1樓,20828062,"UTAK LABORATORIES, INC.","25020 AVENUE TIBBITTS VALENCIA, CA 91355 USA","UNITED STATES",2014-12-19,UTAK四濃度鉛檢驗品管液是作為測量血液中鉛濃度之品管材料。它的用途是用在當作一個連續的基礎物質，以致有關試劑和分析儀器的偏差可以在統計基礎上被偵測出來。,,,,
衛署醫器輸字第018971號,,,,2018-03-17,2008-03-17,醫　器,2,DHA00601897100,"羅氏可霸斯c 111 尿素/血清尿素氮化檢驗試劑","cobas c 111 UREAL","A 臨床化學及臨床毒理學","A1770 尿素氮試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-21,"在cobas c 111系統上, 對人類血清及血漿進行活體外尿素/尿素氮的定量檢測。",,,,
衛署醫器輸字第018972號,,,,2013-03-17,2008-03-17,醫　器,2,DHA00601897202,"邦迪斯 HEp-2 抗核抗體套組","The Binding Site HEP-2 ANA KITS","C 免疫學及微生物學裝置","C5100 抗核抗體免疫試驗系統","輸　入 ",太暘生物科技股份有限公司,新北市汐止區康寧街169巷25號13樓,20921362,"THE BINDING SITE LIMITED.","WARSTOCK ROAD, KINGS HEATH, BIRMINGHAM, B14 4RT, UNITED KINGDOM","UNITED KINGDOM",2008-03-26,"本試劑組利用免疫螢光染色方法檢測人體中抗核抗體的效價和篩檢。此檢測協助診斷全身性紅斑性狼瘡systemic lupus erythematosus (SLE)，Sjogren's Syndrome，類風濕性關節炎rheumatoid arthritis和其他結締組織疾病。",,,,
衛署醫器輸字第018973號,,,,2018-03-17,2008-03-17,醫　器,2,DHA00601897304,"羅氏可霸斯 c 111葡萄糖/六碳醣激(酉每)法第二代生化檢驗試劑","cobas c 111 GLUC2","A 臨床化學及臨床毒理學","A1345 葡萄糖試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-21,"在cobas c 111系統上, 對人類血清及血漿進行體外葡萄糖的定量檢測。",,,,
衛署醫器輸字第018974號,,,,2018-03-18,2008-03-18,醫　器,2,DHA00601897406,"""西門子"" N- 糖缺失性轉鐵蛋白乳膠試劑組","""Siemens"" N Latex CDT Kit","A 臨床化學及臨床毒理學","A1360 r-麩胺醯轉移?(GGT)和同功異構?試驗系統","輸　入 ",西門子股份有限公司,台北市南港區園區街３號８樓,23526674,"SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS GMBH","EMIL VON BEHRING STRASSE 76, D-35041 MARBURG, GERMANY",GERMANY,2014-04-11,"利用顆粒增效免疫比濁原理，針對人類血清中糖缺失性轉鐵蛋白 (CDT)以BN* II 及 BN ProSpec 系統進行定量測定。",,,,
衛署醫器輸字第018975號,,,,2018-03-19,2008-03-19,醫　器,3,DHA00601897508,〝亞培〞艾諾莉茉斯冠狀動脈塗藥支架系統,"〝ABBOTT〞XIENCE V Everolimus Eluting Coronary Stent System","E 心臟血管用裝置","E0001 心血管支架","輸　入 ",美商亞培股份有限公司台灣分公司,台北市中山區民生東路三段49號5樓、6樓及51號6樓,30961216,"ABBOTT VASCULAR","CASHEL ROAD, CLONMEL, CO. TIPPERARY, IRELAND.",IRELAND,2014-08-04,"XIENCE V 艾諾莉茉斯冠狀動脈塗藥支架系統適用於新生(denovo)冠狀動脈血管病灶 (長度 &#8804;28 mm) 所引起有症狀之缺血性心臟病的患者，可以改善冠狀動脈血管直徑的尺寸，參照血管直徑大小介於2.5mm - 3.5mm。",,,,
衛署醫器輸字第018976號,,,,2013-03-19,2008-03-19,醫　器,2,DHA00601897600,“耐歐比”磁導航系統,"“Niobe”Magnetic Navigation System","E 心臟血管用裝置","E1290 可操控導管控制系統","輸　入 ",日龍儀器股份有限公司,台北市大安區復興南路二段237號8樓之8,30968301,"STEREOTAXIS, INC.","4320 FOREST PARK AVENUE, SUITE100, ST. LOUIS, MO 63108, U.S.A.","UNITED STATES",2013-07-22,"Niobe MNS磁導航系統和其軟體(Navigant)利用外部磁場變化，可以控制帶有可受磁力帶之導管尖端的方位。此種設備提供醫師經由數位心導管影像系統的直視下，能直接控制磁性導管端，以到達預設的目標位置。Niobe MNS與一套數位X光透視系統整合，可以在介入性治療操作過程中，獲得醫療導管的影像與病患的解剖影像。Niobe MNS磁導航系統和其軟體(Navigant)利用控制磁性導管的尖端方位，以引導磁性導管由組織進入病患左心或右心和冠狀動脈血管系統，到達預先設定好的位置，以方便介入性治療操作進行。簡言之Niobe MNS能產生特定的磁場用來設定和磁導航相容之裝置之遠方尖端在病人體內(心臟)之方位。最終結果是此裝置的遠方尖端可隨著醫師調整磁場方向而改變到任何方向。當此方向改變到醫師所要之方向時，醫師可以沿著此方向輸送該裝置，直到新的方向需要改變時，再調整磁場方向。",,,,
衛署醫器輸字第019115號,,,,2018-07-14,2008-07-14,醫　器,2,DHA00601911502,“曲克”括約肌切開刀,“Cook”Sphincterotomes,"H 胃腸病學-泌尿學科用裝置",,"輸　入 ",台灣曲克股份有限公司,新北市新店區北新路三段207號11樓及207-1號11樓,23162792,"WILSON-COOK MEDICAL, INC.","4900 BETHANIA STATION ROAD, WINSTON-SALEM, NC 27105 U.S.A.","UNITED STATES",2013-03-04,詳如中文仿單核定本。,,,,
衛署醫器輸字第018977號,,,,2013-03-19,2008-03-19,醫　器,3,DHA00601897702,“可樂那斯”導絲,“Cronus”Guidewire,"E 心臟血管用裝置","E1330 導管導引線","輸　入 ",日龍儀器股份有限公司,台北市大安區復興南路二段237號8樓之8,30968301,"STEREOTAXIS, INC","4041 FOREST PARK AVENUE, ST. LOUIS, MO 63108, U.S.A.","UNITED STATES",2013-07-22,"此導絲係在經皮穿腔冠狀動脈擴張術或其他血管內介入性治療操作時，用來引導經過導絲送入冠狀動脈或週邊血管的導管或其他治療器材，以達到引導和定位的功能。此系列導絲須和Magnetic Navigation System磁導航系統一起使用，不可單獨使用。",,,,
衛署醫器輸字第018978號,,,,2018-03-24,2008-03-24,醫　器,2,DHA00601897801,"羅氏可霸斯c 111肌酸激(酉每)生化檢驗試劑","cobas c 111 CKL","A 臨床化學及臨床毒理學","A1215 肌氨酸磷酸催化?/肌酸激?或同功異構?試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-21,"在cobas c 111 系統上，對人類血清及血漿進行活體外肌酸激(酉每)(creatine kinase, CK)的定量檢測。",,,,
衛署醫器輸字第018979號,,,,2018-03-24,2008-03-24,醫　器,2,DHA00601897903,羅氏整合型血糖機組,"Accu-Chek Integra Kit","A 臨床化學及臨床毒理學","A1345 葡萄糖試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2013-01-10,"本試紙用於定量檢測血糖，可以檢測的血液包括：新鮮的微血管血液、添加肝素鋰(lithium heparin) 或肝素銨 (ammonium heparin) 或 EDTA 等抗凝劑的靜脈血液。",,,,
衛署醫器輸字第018980號,,,,2013-03-24,2008-03-24,醫　器,2,DHA00601898001,羅氏免疫分析促腎上腺皮質激素檢驗試劑,"Elecsys ACTH","A 臨床化學及臨床毒理學","A1025 促腎上腺皮質荷爾蒙試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2010-03-19,用於體外定量檢測人類EDTA血漿中促腎上腺素皮質激素(ACTH)的免疫分析法。,,,,
衛署醫器輸字第018981號,,,,2013-03-26,2008-03-26,醫　器,2,DHA00601898103,"羅氏抗德國麻疹免疫球蛋白 M 檢驗試劑","Elecsys Rubella IgM","C 免疫學及微生物學裝置","C3510 德國麻疹病毒血清試劑","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2010-03-19,在體外以免疫分析法定量檢測人類血清和血漿中抗德國麻疹病毒的IgM抗體。,,,,
衛署醫器輸字第018982號,,,,2018-03-26,2008-03-26,醫　器,3,DHA00601898205,優克綠翡翠角膜塑形夜戴型隱形眼鏡,"Euclid Systems Orthokeratology (Oprifocon A) Contact Lenses for Overnight Wear","M 眼科用裝置","M5916 硬式透氣隱形眼鏡","輸　入 ",優立得國際有限公司,高雄市新興區民生一路176號3樓,13181264,"EUCLID SYSTEMS CORPORATION","2776 TOWERVIEW ROAD HERNDON VIRGINIA 20171 USA","UNITED STATES",2014-07-15,詳如中文仿單核定本。效能變更：注意事項變更為「本產品之使用年齡限12歲以上」。效能變更:詳如中文仿單核定本（原99.12.10核准之仿單、標籤核定本予以回收作廢）。,,,,
衛署醫器輸字第018983號,,,,2013-03-26,2008-03-26,醫　器,3,DHA00601898307,富力歐骨粉,"FRIOS ALGIPORE","F 牙科裝置","F3930 牙槽骨修復所用的三鈣磷酸鹽","輸　入 ",傑仕德國際股份有限公司,新北市板橋區三民路一段216號12樓,24293744,"FRIADENT GMBH","STEINZEUGSTRABE 50 68229 MANNHEIM GERMANY",GERMANY,2014-02-05,"本產品用於口腔顎面及牙科手術中牙槽骨之修復。適用範圍包括：植牙手術：鼻竇增高、填充不足之齒槽骨以支撐植體、填補因植體或側方缺陷所造成的骨流失。囊腫：骨囊腫移除後的填補。根尖切除後的填補。埋伏齒拔除後的填補。齒槽骨各部位的填補。請依填補位大小使用不同大小的骨粉，建議骨粉大小：0.3-0.5 mm：小部位填補、0.5-1.0 mm：側方填補、1.0-2.0 mm：鼻竇增高填補。",,,,
衛署醫器輸字第018984號,,,,2018-03-26,2008-03-26,醫　器,2,DHA00601898409,"羅氏可霸斯 c 111胰臟 α-澱粉(酉每), 亞乙基保護受質標準法檢驗試劑","cobas c 111 AMY-P","A 臨床化學及臨床毒理學","A1070 澱粉?試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-21,"在cobas c 111系統上，對人類血清及血漿進行活體外胰臟α-澱粉(酉每)的定量檢測。",,,,
衛署醫器輸字第018985號,,,,2018-03-28,2008-03-28,醫　器,2,DHA00601898501,"羅氏可霸斯 c 111α-澱粉(酉每), 亞乙基保護受質標準法第二代生化檢驗試劑","cobas c 111 α-Amylase EPS ver.2","A 臨床化學及臨床毒理學","A1070 澱粉?試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-21,"在cobas c 111系統上，對人類血清及血漿進行活體外胰臟α-澱粉&#37238;的定量檢測。",,,,
衛署醫器輸字第018986號,,,,2013-03-28,2008-03-28,醫　器,2,DHA00601898600,羅氏抗德國麻疹免疫球蛋白G檢驗試劑,"Elecsys Rubella IgG","C 免疫學及微生物學裝置","C3510 德國麻疹病毒血清試劑","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2010-03-19,在體外以免疫分析定量檢測人類血清和血漿中抗德國麻疹病毒的IgG抗體。,,,,
衛署醫器輸字第019017號,,,,2018-04-23,2008-04-23,醫　器,2,DHA00601901702,戴思林禮亞尚腫瘤抗原125第二代檢測試劑,"LIAISON CA 125 II TM","C 免疫學及微生物學裝置","C6010 腫瘤相關抗原免疫試驗系統","輸　入 ",太暘生物科技股份有限公司,新北市汐止區康寧街169巷25號13樓,20921362,"DIASORIN S.P.A.","VIA CRESCENTINO SNC, 13040 SALUGGIA (VC), ITALY",ITALY,2013-01-23,"定量測定血清和血漿中的CA 125 II 抗原(OC125解釋抗原)。",,,,
衛署醫器輸字第018987號,,,,2018-03-28,2008-03-28,醫　器,2,DHA00601898702,"羅氏可霸斯 c 111 C-反應蛋白(乳膠粒子)生化檢驗試劑","cobas c 111 CRPLX","C 免疫學及微生物學裝置","C5270 C反應蛋白免疫試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-26,"在cobas c 111系統上, 對人類血清及血漿進行體外C-反應蛋白(C-reactive protein, CRP)的定量檢測。",,,,
衛署醫器輸字第018988號,,,,2018-03-28,2008-03-28,醫　器,2,DHA00601898804,"羅氏可霸斯 c 111肌酸酐加強型第二代生化檢驗試劑","cobas c 111 CREP2","A 臨床化學及臨床毒理學","A1225 肌氨酸酐試驗系統","輸　入 ",台灣羅氏醫療診斷設備股份有限公司,台北市中山區民權東路3段2號10樓,23932173,"ROCHE DIAGNOSTICS GMBH","SANDHOFER STRASSE 116 D-68305 MANNHEIM GERMANY",GERMANY,2012-12-21,在Roche臨床生化分析儀上，對人類血清、血漿及尿液進行體外肌酸酐(creatinine)濃度的定量檢測。,,,,
衛署醫器輸字第018989號,,,,2013-04-02,2008-04-02,醫　器,2,DHA00601898906,三濃度免疫抑制劑(6毫升)全血毒物學品管液套組,"TRI-LEVEL IMMUNOSUPPRESSANTS (6mL) WHOLE BLOOD TOXICOLOGY CONTROL","A 臨床化學及臨床毒理學","A1660 品管材料(分析與非分析)","輸　入 ",杏全實業股份有限公司,台北市大安區瑞安街135巷11號1樓,20828062,"UTAK LABORATORIES, INC.","25020 AVENUE TIBBITTS VALENCIA, CA 91355 USA","UNITED STATES",2014-12-19,三濃度免疫抑制劑品管液是拿來當做血液中免疫抑制劑的濃度測定之品管材料，它是一個連續性的基礎物質用來統計評估檢測的表現。,,,,
衛署醫器輸字第018990號,,,,2018-04-03,2008-04-03,醫　器,2,DHA00601899004,"“德曼遜”微白蛋白 弗列克斯 試劑組","“Dimension”MALB Microalbumin Flex reagent cartridge","C 免疫學及微生物學裝置","C5040 白蛋白免疫試驗系統","輸　入 ",西門子股份有限公司,台北市南港區園區街３號８樓,23526674,"SIEMENS HEALTHCARE DIAGNOSTICS INC.","500 GBC DRIVE, MAILSTOP 514, P.O .BOX 6101, NEWARK , DE 19714-6101, U.S.A.","UNITED STATES",2014-04-11,在Dimension臨床化學系統上，MALB弗列克斯試劑組是一種體外診斷的工具，其用途是定量測定人類尿液中的白蛋白。,,,,
衛署醫器輸字第018991號,,,,2013-04-03,2008-04-03,醫　器,2,DHA00601899106,“美迪測”(葡萄糖三)尿液試驗試紙,"“Medi-Test”Urine Analysis test strips (Glucose 3)","A 臨床化學及臨床毒理學","A1340 尿葡萄糖(非定量)試驗系統","輸　入 ",吉歐實業有限公司,臺北市中山區松江路206號503室,20989550,"MACHEREY-NAGEL GMBH & CO. KG","NEUMANN-NEANDER-STRABE 6-8 D-52355 DUREN GERMANY",GERMANY,2013-08-06,快速一次測出尿液中酮體、抗壞血酸、葡萄糖。,,,,
衛署醫器輸字第018992號,,,,2013-04-03,2008-04-03,醫　器,2,DHA00601899208,“優來測”自動尿液分析系統,"“URYXXON”Relax Urine Analysis test system","A 臨床化學及臨床毒理學","A1340 尿葡萄糖(非定量)試驗系統","輸　入 ",吉歐實業有限公司,臺北市中山區松江路206號503室,20989550,"MACHEREY-NAGEL GMBH & CO. KG","NEUMANN-NEANDER-STRABE 6-8 D-52355 DUREN GERMANY",GERMANY,2013-08-06,快速一次測出尿液中潛血、尿膽素原、膽紅素、蛋白質、亞硝酸鹽、酮體、葡萄糖、酸鹼值、密度比重、白血球。,,,,
衛署醫器輸字第018993號,,,,2013-04-03,2008-04-03,醫　器,2,DHA00601899300,“美迪測”四功能尿液試驗試紙,"“Medi-Test”Combi - 3A Urine Analysis test strips","A 臨床化學及臨床毒理學","A1340 尿葡萄糖(非定量)試驗系統","輸　入 ",吉歐實業有限公司,臺北市中山區松江路206號503室,20989550,"MACHEREY-NAGEL GMBH & CO. KG","NEUMANN-NEANDER-STRABE 6-8 D-52355 DUREN GERMANY",GERMANY,2013-08-06,快速一次測出尿液中蛋白質、抗壞血酸、葡萄糖、酸鹼值。,,,,
